custom_id,id,upc,brand,groupname,title,price,shelfdescr,shortdescr,longdescr,modelno,shipweight,dimensions
1796,15992341,84522600538.0,Vizio,Electronics: Flat Panel TV,Vizio 42  Class LCD 1080p 60Hz HDTV E421VO,498.0,42.02  diagonal screen size HDMI inputs 3 Wall mountable with detachable base stand SRS TruVolume and SRS TruSurroundHD,The Vizio 42  1080p LCD HDTV. Contact your local cable or satellite TV service provider for details on how to upgrade.,Vizio 42  1080p LCD HDTV  Built-in ATSC digital NTSC analog tuner Receive digital broadcasts including HDTV programs where available High brightness of 500 cd m2 Place your TV anywhere 100 000 1 dynamic contrast ratio and with 5-ms. response Ensures bright whites rich blacks vivid colors and less blurring during on-screen motion,E421VO,43.0,45.1 x 32.3 x 8.9 inches
1799,14916427,68602415920.0,INNOVERA,Stationery &amp; Office Machinery,Innovera Eight-Digit Calculator,5.75,Hard flip case Dual power 3 memory buttons,The Innovera Eight-Digit Calculator is a fully functional scientific calculator with a hard flip case dual power options and three memory buttons.,Innovera Eight-Digit Calculator Hard flip case Dual power 3 memory buttons,15920,0.22,
1804,10760243,76501010327.0,IRIS,Electronics - General,IRISPen Express 6 USB Pen Scanner for PCs   Macs by IRIS,109.82,Instantly enters text numbers or images into anycomputer application,Instantly enters text numbers or images into anycomputer application Slide the IRISPen over printed material from newspapers magazines faxes letters or brochures Real and editable text right at your cursor in your favorite application,,USOA400,1.16,9.7 x 7.7 x 3.25 inches
1806,11090206,61965905817.0,SanDisk,USB Drives,SanDisk 16GB SDHC Memory Card,34.54,Product Type Secure Digital High Capacity SDHC Storage Capacity 16 GB,,Product Type Secure Digital High Capacity SDHC Storage Capacity 16 GB Learn more about  Sandisk Memory Cards and storage capacity here,SDSDB016GAW11,0.1,7.0 x 5.0 x 0.1 inches
1808,17043751,87591201492.0,Speck,MP3 Accessories,iPod touch 4 Fitted Case Tasty Cakes Pink,0.0,Protects iPod touch 4 Color Tasty Cakes Pink,The iPod touch 4 Fitted Case protects your iPod touch 4 from scratches and other damage.,iPod touch 4 Fitted Case Protects iPod touch 4 Color Tasty Cakes Pink,SPK-A0405,,7.5 x 4.375 x 0.56 inches
1810,15542892,71706858777.0,Da-Lite,Electronics - General,Da-Lite Da-Mat Tensioned Advantage Electrol - AV Format 8 x 10 diagonal,3077.99,Features -Same great design as our Advantage  Electrol  except screen is tensioned for an extra flat surface for optimum image quality when using video or data projection..-Tab guide cable system maintains even lateral tension to hold surface flat while custom slat bar with added weight maintains vertical tension..-Front projection surfaces standard with black backing for opacity..-Standard with a Decora style three position wall switch..- For easy installation the Tensioned Advantage  is available with SCB-100 and SCB-200 RS-232 serial control board Low Voltage Control unit Silent Motor or Silent Motor with Low Voltage Control built into the case..-UL Plenum Rated case..-Contains a 2 wide slot on the bottom of the case that the screen drops out of.. Screen Material Da-Mat A screen surface with a smooth white vinyl finish for precise image reproduction that provides an exceptionally wide viewing angle and no resolution loss. It is a highly flexible fabric that may be folded or rolled. Its versatility makes it a great choice for situations with good control over ambient light and where an exceptionally wide viewing angle is necessary. Screen surface can be cleaned with mild soap and water. Flame retardant and mildew resistant. Viewing Angle 60  Gain 1.0,,DL4694 Features Same great design as our Advantage Electrol except screen is tensioned for an extra flat surface for optimum image quality when using video or data projection. Tab guide cable system maintains even lateral tension to hold surface flat while custom slat bar with added weight maintains vertical tension. Front projection surfaces standard with black backing for opacity. Standard with a Decora style three position wall switch. For easy installation the Tensioned Advantage is available with SCB-100 and SCB-200 RS-232 serial control board Low Voltage Control unit Silent Motor or Silent Motor with Low Voltage Control built into the case. UL Plenum Rated case. Contains a 2 wide slot on the bottom of the case that the screen drops out of.    Screen Material Da-Mat  A screen surface with a smooth white vinyl finish for precise image reproduction that provides an exceptionally wide viewing angle and no resolution loss. It is a highly flexible fabric that may be folded or rolled. Its versatility makes it a great choice for situations with good control over ambient light and where an exceptionally wide viewing angle is necessary. Screen surface can be cleaned with mild soap and water. Flame retardant and mildew resistant. Viewing Angle 60 Gain 1.0,84374,148.0,
1811,16636712,88222471165.0,Microsoft,Mice,Microsoft Comfort Optical Mouse 3000 Silver Blue,19.95,Ergonomic symmetrical design USB interface 4 buttons and tilt wheel,Scroll through documents and Web pages quicker and easier with the ergonomic four-button Microsoft Comfort Optical Mouse 3000. The new magnifier lets you easily enlarge and edit details.,Microsoft Comfort Optical Mouse 3000 Ergonomic symmetrical design USB interface 4 buttons and tilt wheel Optical technology Color Silver Blue,D1T00011,0.55,9.4 x 8.1 x 1.9 inches
1812,11002019,4385953645.0,Fellowes,Electronics - General,Fellowes Mouse Pad and Wrist Support Combination - Blue Gel,11.84,Patented Health-V Channel relieves wrist pressure to help prevent carpal tunnel syndrome Self-adjusting memory foam support conforms to your wrist for personalized comfort,,Patented Health-V Channel relieves wrist pressure to help prevent carpal tunnel syndrome Self-adjusting memory foam support conforms to your wrist for personalized comfort Optical Laser friendly mouse pad improves mouse performance Microban antimicrobial protection keeps product cleaner Soft breathable jersey fabric cover,9182201,0.63,11.3 x 9.0 x 1.0 inches
1815,17165767,3413848123.0,Quartet,Stationery &amp; Office Machinery,Quartet Mail Organizer Shelf,5.97,Great for offices Easy to use,The Quartet Mail Organizer Shelf is great for offices and is easy to use.,Quartet Mail Organizer Shelf Great for offices Easy to use,48123,0.59,10.25 x 7.0 x 0.75 inches
1817,13056483,73464625823.0,Lexmark,Printers,Lexmark E450H11A Toner 11000 Page-Yield Black,248.27,Compatibility Lexmark E450DN Mono Laser Printer  Duty Cycle 11000 Pages  Designed for the Environment Dfe,Lexmark E450H11A High Yield Black Toner Cartridge,Compatibility Lexmark E450DN Mono Laser Printer  Duty Cycle 11000 Pages  Designed for the Environment Dfe Package Contents 1 x Cartridge  Color Black,E450H11A,2.29,
1819,16595249,88611154563.0,HP,Desktop Computers,HP Black Pavilion p6823wb Desktop PC Bundle with AMD Phenom II 521 Dual-Core Processor 20  WLED Monitor 1TB Hard Drive and Windows 7 Home Premium,498.0,AMD Phenom II 521 Dual-Core processor 4GB memory 1TB hard drive SuperMulti DVD Burner 15-in-1 card reader Windows 7 Home Premium,Whether you re surfing the Web editing photos mixing your soundtracks or creating your own home videos HP Pavilion desktop PCs offer a variety of ways to make your computing experience richer and more rewarding. As you would expect from the leader in consumer PC s every HP Pavilion PC includes many intuitive features that make capturing and sharing your digital experiences easier than ever.,HP Pavilion p6823wb Desktop PC Bundle Key Features and Benefits AMD Phenom II 521 Dual-Core processor 3.50GHz 2MB L2 Cache  4GB DDR3 SDRAM system memory expandable to 16GB Gives you the power to handle most power-hungry applications and tons of multimedia work  1TB SATA hard drive Store 666 000 photos 285 000 songs or 526 hours of HD video and more  SuperMulti DVD Burner Watch movies and read and write CDs and DVDs in multiple formats  10 100Base-T Ethernet Connect to a broadband modem or wired broadband router with wired Ethernet  ATI Radeon HD 4200 integrated graphics With up to 1919MB total available graphics memory   Additional Features 15-in-1 memory card reader 6 x USB 2.0 ports 1 x headphone jack 1 x microphone jack 1 x RJ-45 Ethernet port 1 x coaxial digital audio out 1 x microphone line-in line-out 1 x rear speaker out 1 x side speaker out 1 x center subwoofer jack 1 x MiniCard 3 x PCI Express x1 slots 1 x PCI Express x16 slot 2 x external 5.25  24 7 technical assistance available online or toll-free by phone Restore discs are no longer included with PCs. We recommend you use the installed software to create your own restore and backup DVD the first week you use the computer.   What s In The Box Power cord HP USB keyboard HP optical mouse Quick Start Guide    To see the manufacturer s specifications for this product click  here . To see a list of our PC Accessories click  here . Trade in your used computer and electronics for more cash to spend at Walmart. Good for your wallet and the environment - click  here .,p6823wb,35.6,19.16 x 15.26 x 6.25 inches
1820,14880151,74950707204.0,,Home - General,Boardwalk PVC Food Wrap Film,19.49,,,18 inch x 2000 ft Professional quality Convenient cutter on box,7204,9.5,20.0 x 6.0 x 6.0 inches
1821,15686422,7012431.0,Lavazza,Beverages,Lavazza Gran Filtro Italian Dark Roast Coffee 30ct,55.97,,,2.25 oz each 100 Arabica blend of full-bodied Brazilian coffees and Indian coffees Dark roasting process,2431,5.0,15.0 x 7.0 x 5.5 inches
1822,16489840,87837600136.0,Mach Speed,MP3,Mach Speed 2GB MP3 Player CLD2PL Purple,22.0,2GB hard drive Bright LCD display Easy file transfer,The Mach Speed MP3 Player is a great opportunity for an entry level or promotional piece. High quality and easy operation translate to an elevated listening experience.,Mach Speed 2GB MP3 Player 2GB hard drive Stores hundreds of songs for hours of listening Bright LCD display Shows current track battery life and file type Easy file transfer Drag and drop interface makes copying files easy MP3 WMA file compatibility Fully licensed by Microsoft for WMA playback and Windows Media Player 10 compatibility Shuffle Mode Plays in a traditional next-next sequence or shuffle mode,ECLIPSECLD2PL,0.2,5.6 x 3.9 x 0.4 inches
1827,15686279,4159420010.0,,House wares,Dart 16 Ounce Foam Drink Cups 1000ct,64.97,,Cups keep beverage at proper serving temperature on the inside and hands comfortable on the outside.,16 oz White For hot and cold beverages One-piece construction to reduce the chance of leaks,16J16,14.0,31.81 x 28.06 x 16.81 inches
1831,15686509,75937612940.0,,Home - General,San Jamar Adjustable Frosted Water Cup Dispenser,10.46,,,Blue Pull-type wall mounted with removable cap Top loading Use with cone or flat bottom plastic or foam Patented collar easily adjusts to hold a full sleeve of most 4- to 10-oz cups,C3165FBL,0.585,16.5 x 4.25 x 3.75 inches
1835,15604236,84702901221.0,Guardian,Rugs,Guardian Ecoguard Indoor Rubber Wiper Mats 36 X 60 Charcoal,55.97,,Rubber-backed indoor mat made from post-consumer recycled material.,Eco-friendly Carpeted surface is made from 100 percent post-consumer plastic bottles Backing is made from used tires 24 oz fibers for better absorbency Bi-level construction traps dirt below surface Tapered edge helps prevent trips and falls Clean with vacuum,EG030504,11.0,36.0 x 6.0 x 6.0 inches
1837,16491218,2724281186.0,Sony,Photography - General,Sony LCMEMA B NEX Camera Case Black,39.98,Just fit snug case for NEX-3 and NEX-5 cameras Padded lining to protect your camera Separate lens pouch up to 1855mm for added protection,Featuring a snug fit and a padded interior the LCM-EMA B case is ideal for traveling with your NEX-3 or NEX-5 camera and a spare lens up to 18-55mm . A convenient wrist strap belt loop and D-ring are included for easy carrying.,Sony LCMEMA B NEX Camera Case Just fit snug case for NEX-3 and NEX-5 cameras Padded lining to protect your camera Separate lens pouch up to 1855mm for added protection Convenient wrist strap belt loop and d-ring for carrying,LCMEMA/B,0.37,5.12 x 4.48 x 4.48 inches
1843,15135730,1240570126.0,Inland,Electronics - General,Inland Pro USB Keyboard and Mouse Combo Set Black,12.0,Spill resistant USB interface Accurate optical mouse,The Inland Pro USB Keyboard and Mouse Combo Set features an accurate optical mouse and a keyboard with soft tactile key touch. The keyboard is also spill resistant.,Inland Pro USB Keyboard and Mouse Combo Set 107 keys Spill resistant Soft tactile key touch USB interface Accurate optical mouse Color Black,70126,1.2,17.6 x 7.1 x 1.1 inches
1848,14928054,84235605631.0,Boise,Stationery &amp; Office Machinery,Boise Fireworx Colored Cover Stock Paper 250 Sheets - Available in Various Colors,10.47,Ideal for report covers binding menus and more Acid-free Archival quality,Get projects and more noticed with Boise Fireworx Colored Cover Stock paper. This versatile heavy-weight paper is ideal for report covers binding menus and tent cards. Boise Fireworx Colored Cover Stock paper is a great companion to Fireworx colored paper.,Boise Fireworx Colored Cover Stock 250 Sheets Heavy-weight paper Versatile Ideal for report covers binding menus and more Acid-free Archival quality 65 lb 8-1 2  Rich color Companion to Fireworx color paper,MP2651BE,6.001,
1851,14916411,68602412007.0,INNOVERA,Printers,Innovera 7653 Compatible Ink 8000 Page-Yield Red,54.1,1 inkjet print cartridge Color Red,Innovera Red Inkjet Print Cartridge delivers high-quality results on every page. This inkjet cartridge is great for use in the office or your home.,Innovera Red Inkjet Print Cartridge 1 print cartridge Color Red Printing technology ink-jet Compatible for Pitney Bowes Digital Mailing Machine DM200i DM300i DM300L DM400i and DM400L Page yields up to 8 000,7653,0.289,
1857,15381585,1.11e+12,,Electronics - General,BIC Ultra Round Stic Grip Ball Pen Green 1-Dozen 3-Pack,6.75,,Get comfort and quality with the BIC Ultra Round Stic Grip Ball Pen. This pen features a translucent barrel that lets you see just how much ink is left. It also has a rubber grip for comfort and control. Choose the BIC Ultra Round Stic Grip Ball Pen for smooth writing and vivid lines.,BIC Ultra Round Stic Grip Ball Pen 3 Boxes of 1 dozen ballpoint pens Green ink Exclusive ink system technology 1.2mm ball Translucent barrel Rubber grip Non-refillable 36 Pens,,,
1858,15605184,8687620060.0,Rubbermaid Commercial,Garden - General,Rubbermaid Commercial Blue Wastebasket Recycling Side Bin 4.75 qt,9.49,,Recycling bin attaches inside or outside wastebasket.,Deskside wastebasket makes recycling easy and convenient Attaches inside or outside wastebasket Allows for separation of trash and recycling at each desk No need to go to a central recycling location Perfect for paper collection,295073BE,0.635,11.75 x 10.75 x 7.25 inches
1860,15686344,7873191618.0,Dixie,House wares,Dixie Viridian Insulair EcoSmart 8 Ounce Hot Cups 30ct,3.59,,,8 oz Triple wall insulation Protective middle sleeve Made from a minimum of 25 renewable resources,VIRECO0108,0.97,22.12 x 3.25 x 3.25 inches
1862,14927366,68602412236.0,INNOVERA,Printers,Innovera D2130B Black Compatible High-Yield Toner Print Cartridge,58.9,1 toner print cartridge Color Black,Innovera Compatible High-Yield Toner prints beautiful presentations and documents. Innovera cartridges are easy to use and install.,Innovera Compatible High-Yield Toner Print Cartridge 1 toner print cartridge Color Black Printing technology laser Compatibility Dell 2130DN Model D2130B Page yields up to 2 500,D2130B,0.361,
1863,16817859,2724280778.0,Sony,Electronics - General,Sony ZX Series Stereo Headphones White,24.88,30mm multi-layer dome diaphragm Pressure relieving urethane-cushioned earpad for comfort High-energy Neodymium driver,Take your music to go with the MDR-ZX100 ZX Series stereo headphones which boast 30mm drivers and extra comfortable earpads in a noise-canceling supra-aural design.,Sony ZX Series Stereo Headphones 30mm multi-layer dome diaphragm Pressure relieving urethane-cushioned earpad for comfort High-energy Neodymium driver Single-sided 1.2m cord Color White,MDRZX100/WHI,2.0,9.0 x 7.5 x 3.5 inches
1865,11018953,3440500087.0,Terk,Video Receiving &amp; Installation,Terk AM FM Amplified Stereo Antenna,24.88,Terk AM FM Amplified Stereo Antenna,Terk AM FM Amplified Stereo Antenna,Receives signals from all directions Pulls in weaker and more distant signals Eliminates overload and multi-path difficulties Adjustable gain boosts signals over 20X,TOWER,1.55,17.25 x 4.5 x 3.5 inches
1866,16677100,4318018238.0,General Electric,Electronics - General,GE 3-Way Rocker Switch,0.0,Single pole Brown in color Made in China,Switch up your look with a GE 3-Way Rocker Switch. Classic lines make this switch clean and fresh.,GE 3-Way Rocker Switch Single pole Color Brown Made in China 1-year warranty Model 18236,18238,,4.13 x 1.43 x 1.43 inches
1867,13081303,63575370200.0,Samsung,Printers,Samsung CLP-500RB OPC Drum,199.88,Compatibility Samsung CLP-550 and Samsung CLP-550n,Samsung CLP-500RB OPC Drum,Compatibility Samsung CLP-550 and Samsung CLP-550n,CLP-500RB,5.0,12.83 x 7.65 x 6.53 inches
1871,16954458,8589672366.0,Kensington,Mice,Kensington Pro Fit Mobile Wireless Mouse with Nano Receiver Black K72366US,23.88,You work practically anywhere and so does the Kensington Pro Fit Mobile Wireless Mouse. The advanced Blue Optical sensor tracks accurately on more surfaces than standard optical sensors. What s more the Pro Fit is constructed to survive the rigors of the road. So when you re ready to work - wherever that may be - so is the Pro Fit Mouse.,You work practically anywhere and so does the Kensington Pro Fit Mobile Wireless Mouse. The advanced Blue Optical sensor tracks accurately on more surfaces than standard optical sensors. What s more the Pro Fit is constructed to survive the rigors of the road. So when you re ready to work - wherever that may be - so is the Pro Fit Mouse.,Plug-and-Stay nano receiver is so small you can plug it in and leave it in. Or store the receiver in the battery compartment Advanced Blue Optical sensor tracks on more surfaces than standard optical 2.4 GHz wireless for long range and minimal interference Contoured buttons and sculpted sides mean no compromise on comfort Built to last with a limited lifetime warranty Built to survive the bumps and bruises of on-the-go use Up to 6 month battery life PC and Mac compatible,,,
1872,11021233,81235001097.0,iHome,Electronics - General,iHome LifeTalks Foldable USB Headset - Blue,29.84,iHome LifeTalks Foldable USB Headset - Blue,iHome LifeTalks Foldable USB Headset - Blue,USB digital audio Noise canceling microphone Padded ear cups and heaphone Blue Includes 3.5mm to USB adapter,IH-H413UN,0.73,9.09 x 8.11 x 3.03 inches
1874,14178789,2035648629.0,TDK,MP3 Accessories,TDK 5-Pack 2.4x DVD R DL,13.98,Storage Capacity 8.5GB Maximum Write Speed 2.4x 5-pack,The TDK 5-Pack 2.4x DVD R is dual layered. Record large amounts of data on these 8.5GB capacity discs. With a maximum write speed of 2.4x you won t be waiting around on your movies to copy.,Key Features Storage Capacity 8.5GB Maximum Write Speed 2.4x 5-pack,48629,0.95,5.5 x 5.0 x 2.0 inches
1875,16662323,2133189624.0,Sakar,Electronics - General,Red Eye Def Budz,14.73,High definition Noise isolation 3.5mm stereo plug 4 cable length,Red Eye Def Budz are a pair of high definition noise-isolation ear buds. Red Eye Def Budz include a four-foot cable length and a 3.5mm stereo plug.,Red Eye Def Buds High definition Noise isolation 16 ohms impedance 20Hz-20khz frequency 3.5mm stereo plug 4 cable length,SL1003,0.4,5.5 x 3.12 x 1.12 inches
1876,16523443,84597305211.0,TP Link,Networking,TP-Link TL-ANT2409B 2.4GHz 9dBi Outdoor Directional Antenna,27.88,Compliant with 802.11b g 9dBi signal gain N Female connector,The TP-Link TL-ANT2409B 2.4GHz 9dBi Outdoor Directional Antenna is compatible with most wireless networks and extends the range of your computer s wireless reception.,TP-Link TL-ANT2409B 2.4GHz 9dBi Outdoor Directional Antenna Compliant with 802.11b g 9dBi signal gain N Female connector 100cm low loss CFD-200 cable,TL-ANT2409B,1.3,10.24 x 6.5 x 2.76 inches
1878,15084829,69753520600.0,IVINA,Electronics - General,ivina BulletScan F600 Flatbed Scanner,798.0,600 dpi 60 ipm Color duplex mode,The BulletScan F600 is a duplex color flatbed departmental scanner rated at 30 ppm in simplex mode and 60 ipm in duplex mode at 200 dpi color. It has a 50-page capacity automatic document feeder which can scan documents up to legal-size as well as an 8.5  flatbed for scanning documents magazines and other bound materials.,ivina BulletScan F600 Flatbed Scanner Technical Information  Image Sensor   CCD  Scan Resolution   600 dpi  Bit Depth   24-bit Color  Scan Speed   60 ipm Color duplex mode,F6002160,26.0,28.0 x 20.0 x 14.0 inches
1879,13081628,88472003048.0,Audiovox,Electronics - General,Audiovox XMP3HP Headphone with Built in Antenna for Pioneer XMP3,54.88,Antenna improves XM reception In-line volume control Water-resistant Three earbud sizes included One-year limited warranty,Audiovox  Headphone with Built in Antenna for Pioneer XMP3,Antenna improves XM reception In-line volume control Water-resistant Three earbud sizes included One-year limited warranty,XMP3HP,0.45,9.9 x 7.2 x 1.13 inches
1880,12179618,8585413701.0,Case Logic,Electronics - General,Case Logic Urban Simplicity Laptop Backpack,31.99,Case Logic Urban Simplicity Laptop Backpack  Sleek urban simplicity backpack holds your vitals while eliminating unnecessary bulk Soft sueded computer compartment holds most 15.4 Organization panel stores your portable electronics pens and more Sueded accessory pockets keep your electronics scratch free Matching USB shuttle included- holds two USB drives Adjustable shoulder straps and grab handle allow for easy transport,,Product Material Nylon   Product Weight 1.87 lbs.   Laptop Compartment Dimensions 14 Organization panel stores your portable electronics pens and more  Sueded accessory pockets keep your electronics scratch free  Matching USB shuttle included- holds two USB drives  Adjustable shoulder straps and grab handle allow for easy transport,120463,2.37,17.5 x 12.5 x 6.5 inches
1882,16954463,62858649573.0,Limited Luxury,Electronics - General,ACase iPad 2-Piece Case with Holder,39.88,All ports and buttons are accessible Microfiber interior does not scratch the body and the screen of iPad 2 Grooves on the slim leather provide multiple angles to choose from,The ACase iPad 2-Piece Case with Holder is a must-have for your Apple iPad 2 The ACase iPad 2-Piece Case with Holder for iPad 2 is perfect for daily usages and travels The exterior of this case is made of litchi grain leather which is lightweight and can provide the iPad 2 a total protection from scratches and small impacts.,ACase iPad 2-Piece Case with Holder For the iPad 2 Slim Fit PC case covered by premium Litchi grain mark leather All ports and buttons are accessible Microfiber interior does not scratch the body and the screen of iPad 2 Grooves on the slim leather provide multiple angles to choose from,IPD3101-2,1.02,9.5 x 7.5 x 0.4 inches
1886,14939088,7278205293.0,Avery,Stationery &amp; Office Machinery,Avery 600pk High-Visibility Round Laser Labels White,12.54,Color White High-visibility For use with laser printers,Capture attention with these high-visibility labels Avery High-Visibility Round Laser Labels are ideal for priority messages addressing color-coding and identification warning labels and more.,Avery 600pk High-Visibility Round Laser Labels White Print-to-the-edge capability for full-bleed designs High-visibility multiuse labels Ideal for priority messages addressing color-coding identification and warning labels For use with laser printers Dimensions 1-2 3  diameter,5293,0.667,
1890,14872961,84187200279.0,Chief Manufacturing,Stationery &amp; Office Machinery,Chief Manufacturing Escutcheon Ring,11.2,Visually enhance a suspended ceiling installations by covering the hole where extension column passes through the ceiling tile. The escutcheon ring is hinged to open and available in two finishes. Chief warrants its products excluding electric gas cylinder and one-way bearing mechanisms to be free of defects in material and workmanship for 10 years. PLEASE NOTE This item cannot be shipped to Puerto Rico,,CF1027Visually enhance a suspended ceiling installations by covering the hole where extension column passes through the ceiling tile. The escutcheon ring is hinged to open and available in two finishes. Chief warrants its products excluding electric gas cylinder and one-way bearing mechanisms to be free of defects in material and workmanship for 10 years. PLEASE NOTE This item cannot be shipped to Puerto Rico,,0.1,
1891,15172844,88494277575.0,Lenovo,Memory,Lenovo 2GB DDR3 1333MHz SoDIMM SDRAM Notebook Memory Module,37.92,Increased performance when compared to DDR2 memory Compatible with listed ThinkPad and ThinkCentre systems Error Correcting Code feature,Increase your system performance with Lenovo 2GB DDR3 1333MHz SoDIMM SDRAM Notebook Memory Modules. These memory modules allow you to take advantage of the ThinkStation full potential when working with 3D imaging digital content creation multimedia and other memory intensive applications. Maximize your computer with Lenovo 2GB DDR3 1333MHz SoDIMM SDRAM Notebook Memory Modules.,Lenovo 2GB DDR3 1333MHz SoDIMM SDRAM Notebook Memory Module Lower power consumption higher bandwidth and increased performance when compared to DDR2 memory Higher bandwidth made possible by 8-bit pre-fetch buffer Error Correcting Code ECC offers protection from memory errors which results in greater data integrity and system uptime Compatible with ThinkPad R400 R500 SL410 SL510 T400 T400s T500 W500 W700 W700ds X200 X200s X200 Tablet X301 systems and ThinkCentre M58 Eco Ultra Small Form Factors USFF,55Y3710,0.1,7.0 x 2.5 x 1.0 inches
1897,15686296,71909814462.0,Diamond Crystal,Spices,Diamond Crystal Pepper Packets 3000ct,12.49,,,.10 grams each Individual flat packets of pepper,14462,2.0,12.0 x 12.0 x 4.0 inches
1901,16401800,8648307965.0,Sanyo,Television,SANYO 46  Class LCD 1080p 60Hz HDTV DP46841,578.0,46  screen measured diagonally from corner to corner   HDMI inputs 3   Wall-mountable detachable base   5000 1 dynamic contrast ratio,The SANYO 46  Diagonal Full HD 1080p LCD Model DP46841 with integrated ATSC Digital and NTSC Analog Tuner is the latest technology for the digital age.The digital tuner is Digital Clear QAM capable of receiving unscrambled digital cable. In a High Gloss Black finish it blends into the background when the lights are dimmed for your movies sports and favorite programs in your den or living room. Having a full array of HDMI Component Audio Video Composite Audio Video and  RF inputs you have plenty of options for DVD VCR Cable Satellite and external antenna hookups. A coaxial digital audio output allows hookup to a home entertainment receiver amplifier system for theater like sound. Additional PC Mac input allows alternative use as a computer monitor. A  USB input allows Photo Viewer display of jpeg photos. With a thin space saving design and small footprint it can be positioned anywhere.,46 D 40.8 lbs. Design and specifications subject to change without notice,DP46841,50.15,43.88 x 29.38 x 10.63 inches
1907,12321689,73130424903.0,APC,Computers,APC Performance SurgeArrest 11 Outlet with Phone Splitter and Coax Protection 120V,27.88,Phone Line Splitter  Fail Safe Mode ensures that no damaging surges reach your equipment  Data-line Protection,The American Power Conversion 11 Outlet 2375J Surge P11VT3 protects your sensitive electronics. It provides maximum protection and convenience for computers notebooks and other electronics. It even offers phone line with splitter and coaxial protection. With SurgeArrest Performance you can rest assured that your electronics are safe.,Phone Line Splitter allows use of two pieces of equipment at once such as a modem and phone.  Resettable circuit breaker provides easy recovery from overloads.  Receptacle Shock Safety Shutters protect you from accidental contact with unused outlets.  Fail Safe Mode disconnects equipment from the power supply ensuring that no damaging surges reach your equipment.  Data-line Protection ensures complete protection of your equipment from surges.  Protection Working Indicator warns you if its circuitry has been damaged by heavy strike or power line surge.  Catastrophic Event Protection ensures instantaneous reaction to lightning strikes and wiring faults.  Transformer Block Spacing allows you to connect bulky transformer block plugs without covering up other outlets.  Overload Indicator illuminates when connected equipment draws more power than unit s capacity.  Filters out EMI RFI line noise that can cause data errors and keyboard lockups.  Right Angle Plug allows for equipment and furniture to be placed closer to the wall.  180-degree rotating cord with strain relief offers convenient placement.  Building Wiring Fault Indicator informs users of potentially dangerous wiring problems in the wall circuit.  Adjustable Cable Management keeps cords and cables neat and organized.  Lightning and Surge Protection prevents damage to your equipment from power surges and spikes.  Complies with local agency safety requirements including UL in North America and CE Kema Gost C-tick A-Tick Telepermit in their respective regions.,P11VT3,2.9,14.0 x 7.6 x 2.4 inches
1908,12518843,84359100624.0,Corsair,Memory,Corsair CMX4GX3M2A1600C8 XMS3 4 GB PC3-12800 Core i5 Memory Kit,69.82,XMS3 4GB DDR3 SDRAM Memory Module Number of Modules 2 x 2GB Form Factor 240-pin DIMM Memory Speed 1600MHz All modules use JEDEC-compliant six-layer,Corsair CMX4GX3M2A1600C8 XMS3 4 GB PC3-12800 Core i5 Memory Kit,XMS3 4GB DDR3 SDRAM Memory Module Number of Modules 2 x 2GB Form Factor 240-pin DIMM Memory Speed 1600MHz All modules use JEDEC-compliant six-layer,CMX4GX3M2A1600C8,0.24,6.5 x 5.25 x 0.25 inches
1913,14250859,64109216613.0,Draper,Electronics - General,Draper Matte White Luma with AutoReturn Manual Screen - 100 diagonal NTSC Format,186.55,Highest quality spring-roller projection screen for wall or ceiling mounting. This screen features the new AutoReturn Roller in which the screen surface gently raises back into the case with a simple tug on the handle or pull cord. This screen is also housed in a pentagonal steel case with a scratch-resistant white polyester finish and matching endcaps. Features -For small to medium sized groups -Spring-roller operated with pull cord -Housed in pentagonal steel case which has a scratch-resistant white polyester finish with matching endcaps -Endcaps form universal hanging brackets for attachment to wall ceiling or map rail hooks -Warranted for 1 year against defects in materials and workmanship AutoReturn Spring Roller -Built-in inertia reduction mechanism. With AutoReturn the screen unrolls in the conventional manner then slowly and gently retracts to the closed position on its own after a simple tug on the handle -Viewing surface pulls down easily like a standard spring roller operated projection screen. -Return the screen to the case with a simple pull no repetitive tugging or downward momentum is required to engage the AutoReturn Roller -Screen surface retracts slowly and smoothly into the case slowing even more as it approaches its upper limit -Intermediate stop positions allow you to lower or raise the screen completely or stop at any point in between -Prevents potential damage to the dowel or screen surface through repeated impact with the case Installation Instructions,,DR6109Highest quality spring-roller projection screen for wall or ceiling mounting. This screen features the new AutoReturn Roller in which the screen surface gently raises back into the case with a simple tug on the handle or pull cord. This screen is also housed in a pentagonal steel case with a scratch-resistant white polyester finish and matching endcaps.  Features  For small to medium sized groups Spring-roller operated with pull cord Housed in pentagonal steel case which has a scratch-resistant white polyester finish with matching endcaps Endcaps form universal hanging brackets for attachment to wall ceiling or map rail hooks Warranted for 1 year against defects in materials and workmanship AutoReturn Spring Roller  Built-in inertia reduction mechanism. With AutoReturn the screen unrolls in the conventional manner then slowly and gently retracts to the closed position on its own after a simple tug on the handle Viewing surface pulls down easily like a standard spring roller operated projection screen. Return the screen to the case with a simple pull no repetitive tugging or downward momentum is required to engage the AutoReturn Roller Screen surface retracts slowly and smoothly into the case slowing even more as it approaches its upper limit Intermediate stop positions allow you to lower or raise the screen completely or stop at any point in between Prevents potential damage to the dowel or screen surface through repeated impact with the case,207118,20.0,
